gene_name,entrezID
PIK3C2B,5287
PIK3C2G,5288
PIK3C3,5289
PIK3CA,5290
PIK3CB,5291
PIK3CD,5293
PIK3CG,5294
PIK3IP1,113791
PIK3R1,5295
PIK3R2,5296
PIK3R3,8503
PIK3R4,30849
PIK3R5,23533
PIKFYVE,200576
PILRA,29992
PILRB,29990
PIM1,5292
PIM2,11040
PIMREG,54478
PIN1,5300
PIN1P1,5301
PIN4,5303
PINK1,65018
PINLYP,390940
PIP,5304
PIP4K2A,5305
PIP4K2B,8396
PIP4K2C,79837
PIP5K1A,8394
PIP5K1B,8395
PIP5K1C,23396
PIPOX,51268
PIR,8544
PISD,23761
PITPNA,5306
PITPNB,23760
PITPNC1,26207
PITPNM1,9600
PITPNM3,83394
PITRM1,10531
PITX1,5307
PITX2,5308
PITX3,5309
PIWIL1,9271
PIWIL2,55124
PJA1,64219
PJA2,9867
PKD1,5310
PKD1L1-AS1,80099
PKD2,5311
PKD2L1,9033
PKD2L2,27039
PKDREJ,10343
PKIA,5569
PKIG,11142
PKLR,5313
PKM,5315
PKMYT1,9088
PKN1,5585
PKN2,5586
PKNOX1,5316
PKNOX2,63876
PKP1,5317
PKP2,5318
PKP3,11187
PKP4,8502
PLA1A,51365
PLA2G10,8399
PLA2G12A,81579
PLA2G15,23659
PLA2G1B,5319
PLA2G2A,5320
PLA2G2D,26279
PLA2G2E,30814
PLA2G2F,64600
PLA2G3,50487
PLA2G4A,5321
PLA2G4C,8605
PLA2G5,5322
PLA2G6,8398
PLA2G7,7941
PLA2R1,22925
PLAA,9373
PLAAT1,57110
PLAAT2,54979
PLAAT3,11145
PLAAT4,5920
PLAC1,10761
PLAC4,191585
PLAC8,51316
PLAG1,5324
PLAGL1,5325
PLAGL2,5326
PLAT,5327
PLAU,5328
PLAUR,5329
PLBD1,79887
PLCB1,23236
PLCB2,5330
PLCB3,5331
PLCB4,5332
PLCD1,5333
PLCE1,51196
PLCG1,5335
PLCG2,5336
PLCH1,23007
PLCH2,9651
PLCL1,5334
PLCL2,23228
PLCXD1,55344
PLD1,5337
PLD2,5338
PLD3,23646
PLEC,5339
PLEK,5341
PLEK2,26499
PLEKHA1,59338
PLEKHA2,59339
PLEKHA4,57664
PLEKHA5,54477
PLEKHA6,22874
PLEKHA8P1,51054
PLEKHB1,58473
PLEKHB2,55041
PLEKHF1,79156
PLEKHF2,79666
PLEKHG3,26030
PLEKHG5,57449
PLEKHG6,55200
PLEKHH3,79990
PLEKHJ1,55111
PLEKHM1,9842
PLEKHM2,23207
PLEKHO1,51177
PLEKHO2,80301
PLEKHS1,79949
PLG,5340
PLGRKT,55848
PLIN1,5346
PLIN2,123
PLIN3,10226
PLK1,5347
PLK2,10769
PLK3,1263
PLK4,10733
PLLP,51090
PLN,5350
PLOD1,5351
PLOD2,5352
PLOD3,8985
PLP1,5354
PLP2,5355
PLPBP,11212
PLPP1,8611
PLPP2,8612
PLPP3,8613
PLPPR1,54886
PLPPR2,64748
PLPPR3,79948
PLPPR4,9890
PLS1,5357
PLS3,5358
PLSCR1,5359
PLSCR2,57047
PLSCR4,57088
PLTP,5360
PLVAP,83483
PLXDC1,57125
PLXNA1,5361
PLXNA2,5362
PLXNA3,55558
PLXNB1,5364
PLXNB2,23654
PLXNB3,5365
PLXNC1,10154
PLXND1,23129
PMAIP1,5366
PMCH,5367
PMEL,6490
PMEPA1,56937
PMF1,11243
PMFBP1,83449
PML,5371
PMM1,5372
PMM2,5373
PMP2,5375
PMP22,5376
PMPCA,23203
PMPCB,9512
PMS1,5378
PMS2,5395
PMS2P3,5387
PMS2P4,5380
PMVK,10654
PNISR,25957
PNKP,11284
PNLIP,5406
PNLIPRP1,5407
PNLIPRP2,5408
PNMA1,9240
PNMA2,10687
PNMA3,29944
PNMA8A,55228
PNMT,5409
PNN,5411
PNO1,56902
PNOC,5368
PNP,4860
PNPLA2,57104
PNPLA3,80339
PNPLA4,8228
PNPLA6,10908
PNPO,55163
PNRC1,10957
PNRC2,55629
PODNL1,79883
PODXL,5420
PODXL2,50512
POF1B,79983
POFUT1,23509
POFUT2,23275
POGK,57645
POGLUT1,56983
POGLUT2,79070
POGZ,23126
POLA1,5422
POLA2,23649
POLB,5423
POLD1,5424
POLD2,5425
POLD3,10714
POLD4,57804
POLDIP2,26073
POLDIP3,84271
POLE,5426
POLE2,5427
POLE3,54107
POLG,5428
POLG2,11232
POLH,5429
POLI,11201
POLL,27343
POLM,27434
POLQ,10721
POLR1B,84172
POLR1C,9533
POLR1D,51082
POLR1E,64425
POLR1F,221830
POLR1G,10849
POLR1HASP,80862
POLR2A,5430
POLR2B,5431
POLR2C,5432
POLR2D,5433
POLR2E,5434
POLR2F,5435
POLR2G,5436
POLR2H,5437
POLR2I,5438
POLR2J,5439
POLR2J2,246721
POLR2J4,84820
POLR2K,5440
POLR2L,5441
POLR3B,55703
POLR3C,10623
POLR3D,661
POLR3E,55718
POLR3F,10621
POLR3G,10622
POLR3K,51728
POLRMT,5442
POM121,9883
POM121L9P,29774
POMC,5443
POMGNT1,55624
POMP,51371
POMT1,10585
POMT2,29954
POMZP3,22932
PON1,5444
PON2,5445
PON3,5446
POP1,10940
POP4,10775
POP5,51367
POP7,10248
POPDC2,64091
POPDC3,64208
POR,5447
PORCN,64840
POSTN,10631
POT1,25913
POU1F1,5449
POU2AF1,5450
POU2F1,5451
POU2F2,5452
POU2F3,25833
POU3F1,5453
POU3F2,5454
POU3F3,5455
POU3F4,5456
POU4F1,5457
POU4F2,5458
POU4F3,5459
POU6F1,5463
POU6F2,11281
PPA1,5464
PPA2,27068
PPAN,56342
PPARA,5465
PPARD,5467
PPARG,5468
PPARGC1A,10891
PPAT,5471
PPBP,5473
PPBPP2,10895
PPCDC,60490
PPCS,79717
PPDPF,79144
PPEF1,5475
PPEF2,5470
PPFIA1,8500
PPFIA2,8499
PPFIA3,8541
PPFIA4,8497
PPFIBP1,8496
PPFIBP2,8495
PPIA,5478
PPIB,5479
PPIC,5480
PPID,5481
PPIE,10450
PPIF,10105
PPIG,9360
PPIH,10465
PPIL2,23759
PPIP5K1,9677
PPIP5K2,23262
PPL,5493
PPM1A,5494
PPM1B,5495
PPM1D,8493
PPM1E,22843
PPM1F,9647
PPM1G,5496
PPM1H,57460
PPME1,51400
PPOX,5498
PPP1CA,5499
PPP1CB,5500
PPP1CC,5501
PPP1R10,5514
PPP1R11,6992
PPP1R12A,4659
PPP1R12B,4660
PPP1R13B,23368
PPP1R13L,10848
PPP1R14B,26472
PPP1R14D,54866
PPP1R15A,23645
PPP1R16B,26051
PPP1R17,10842
PPP1R1A,5502
PPP1R2,5504
PPP1R26,9858
PPP1R2C,80316
PPP1R37,284352
PPP1R3A,5506
PPP1R3C,5507
PPP1R3D,5509
PPP1R7,5510
PPP1R8,5511
PPP1R9A,55607
PPP2CA,5515
PPP2CB,5516
PPP2R1A,5518
PPP2R1B,5519
PPP2R2A,5520
PPP2R2B,5521
PPP2R2D,55844
PPP2R3A,5523
PPP2R3B,28227
PPP2R3C,55012
PPP2R5A,5525
PPP2R5B,5526
PPP2R5C,5527
PPP2R5D,5528
PPP2R5E,5529
PPP3CA,5530
PPP3CB,5532
PPP3CC,5533
PPP3R1,5534
PPP4C,5531
PPP4R1,9989
PPP4R2,151987
PPP4R3A,55671
PPP4R3B,57223
PPP4R4,57718
PPP5C,5536
PPP6C,5537
PPP6R1,22870
PPP6R2,9701
PPP6R3,55291
PPRC1,23082
PPT1,5538
PPT2,9374
PPWD1,23398
PPY,5539
PPY2P,23614
PQBP1,10084
PRAF2,11230
PRAME,23532
PRAMEF1,65121
PRAMEF10,343071
PRAMEF11,440560
PRAMEF12,390999
PRB4,5545
PRC1,9055
PRCC,5546
PRCP,5547
PRDM1,639
PRDM10,56980
PRDM11,56981
PRDM12,59335
PRDM13,59336
PRDM14,63978
PRDM16,63976
PRDM2,7799
PRDM4,11108
PRDM5,11107
PRDM8,56978
PRDM9,56979
PRDX1,5052
PRDX2,7001
PRDX3,10935
PRDX4,10549
PRDX6,9588
PREB,10113
PRELID3A,10650
PRELID3B,51012
PRELP,5549
PREP,5550
PREPL,9581
PREX2,80243
PRF1,5551
PRG2,5553
PRG3,10394
PRG4,10216
PRH1,5554
PRICKLE3,4007
PRICKLE4,29964
PRIM1,5557
PRIM2,5558
PRKAA1,5562
PRKAA2,5563
PRKAB1,5564
PRKAB2,5565
PRKACA,5566
PRKACB,5567
PRKACG,5568
PRKAG1,5571
PRKAG2,51422
PRKAR1A,5573
PRKAR1B,5575
PRKAR2A,5576
PRKAR2B,5577
PRKCA,5578
PRKCB,5579
PRKCD,5580
PRKCE,5581
PRKCG,5582
PRKCH,5583
PRKCI,5584
PRKCQ,5588
PRKCSH,5589
PRKCZ,5590
PRKD1,5587
PRKD2,25865
PRKD3,23683
PRKDC,5591
PRKG1,5592
PRKG2,5593
PRKN,5071
PRKRA,8575
PRKRIP1,79706
PRKX,5613
PRKY,5616
PRL,5617
PRLH,51052
PRLR,5618
PRM1,5619
PRM2,5620
PRMT1,3276
PRMT2,3275
PRMT3,10196
PRMT5,10419
PRMT7,54496
PRMT8,56341
PRND,23627
PRNP,5621
PROC,5624
PROCR,10544
PRODH,5625
PRODH2,58510
PROM1,8842
PROP1,5626
PRORP,9692
PROS1,5627
PROSER1,80209
PROX1,5629
PROZ,8858
PRPF18,8559
PRPF19,27339
PRPF3,9129
PRPF31,26121
PRPF38B,55119
PRPF39,55015
PRPF4,9128
PRPF40A,55660
PRPF4B,8899
PRPF6,24148
PRPF8,10594
PRPH,5630
PRPH2,5961
PRPS1,5631
PRPS1L1,221823
PRPS2,5634
PRPSAP1,5635
PRPSAP2,5636
PRR11,55771
PRR13,54458
PRR14,78994
PRR15L,79170
PRR16,51334
PRR3,80742
PRR36,80164
PRR4,5554
PRR5,55615
PRR5L,79899
PRR7,80758
PRRC1,133619
PRRC2A,7916
PRRC2B,84726
PRRC2C,23215
PRRG1,5638
PRRG2,5639
PRRG3,79057
PRRG4,79056
PRRX1,5396
PRRX2,51450
PRSS1,5644
PRSS12,8492
PRSS16,10279
PRSS2,5645
PRSS21,10942
PRSS22,64063
PRSS23,11098
PRSS3,5646
PRSS50,29122
PRSS8,5652
PRTN3,5657
PRUNE1,58497
PRX,57716
PRY,9081
PSAP,5660
PSAT1,29968
PSCA,8000
PSD,5662
PSD3,23362
PSD4,23550
PSEN1,5663
PSEN2,5664
PSENEN,55851
PSG1,5669
PSG2,5670
PSG3,5671
PSG4,5672
PSG5,5673
PSG6,5675
PSG7,5676
PSG8,440533
PSG9,5678
PSIP1,11168
PSKH1,5681
PSMA1,5682
PSMA2,5683
PSMA3,5684
PSMA4,5685
PSMA5,5686
PSMA6,5687
PSMA7,5688
PSMB1,5689
PSMB10,5699
PSMB2,5690
PSMB3,5691
PSMB4,5692
PSMB5,5693
PSMB6,5694
PSMB7,5695
PSMB8,5696
PSMB9,5698
PSMC1,5700
PSMC2,5701
PSMC3,5702
PSMC3IP,29893
PSMC4,5704
PSMC5,5705
PSMC6,5706
PSMD1,5707
PSMD10,5716
PSMD11,5717
PSMD12,5718
PSMD13,5719
PSMD14,10213
PSMD2,5708
PSMD3,5709
PSMD4,5710
PSMD5,5711
PSMD6,9861
PSMD7,5713
PSMD8,5714
PSMD9,5715
PSME1,5720
PSME2,5721
PSME3,10197
PSME3IP1,80011
PSME4,23198
PSMF1,9491
PSMG1,8624
PSMG2,56984
PSORS1C1,170679
PSORS1C2,170680
PSPC1,55269
PSPH,5723
PSPN,5623
PSRC1,84722
PSTPIP1,9051
PSTPIP2,9050
PTAFR,5724
PTBP1,5725
PTBP2,58155
PTBP3,9991
PTCD1,26024
PTCD2,79810
PTCD3,55037
PTCH1,5727
PTCH2,8643
PTCRA,171558
PTDSS1,9791
PTDSS2,81490
PTEN,5728
PTENP1,11191
PTER,9317
PTGDR,5729
PTGDR2,11251
PTGDS,5730
PTGER1,5731
PTGER2,5732
PTGER3,5733
PTGER4,5734
PTGES,9536
PTGES2,80142
PTGES3,10728
PTGFR,5737
PTGIR,5739
PTGIS,5740
PTGS1,5742
PTGS2,5743
PTH,5741
PTH1R,5745
PTH2R,5746
PTHLH,5744
PTK2,5747
PTK2B,2185
PTK6,5753
PTK7,5754
PTMA,5757
PTMS,5763
PTN,5764
PTOV1,53635
PTP4A1,7803
PTP4A2,8073
PTP4A3,11156
PTPA,5524
PTPN1,5770
PTPN11,5781
PTPN12,5782
PTPN13,5783
PTPN14,5784
PTPN18,26469
PTPN2,5771
PTPN20,26095
PTPN21,11099
PTPN22,26191
PTPN3,5774
PTPN4,5775
PTPN6,5777
PTPN7,5778
PTPN9,5780
PTPRA,5786
PTPRB,5787
PTPRC,5788
PTPRCAP,5790
PTPRD,5789
PTPRE,5791
PTPRF,5792
PTPRG,5793
PTPRH,5794
PTPRJ,5795
PTPRK,5796
PTPRM,5797
PTPRN,5798
PTPRN2,5799
PTPRO,5800
PTPRR,5801
PTPRS,5802
PTPRT,11122
PTPRU,10076
PTPRZ1,5803
PTRH2,51651
PTS,5805
PTTG1,9232
PTTG1IP,754
PTTG2,10744
PTX3,5806
PUDP,8226
PUF60,22827
PUM1,9698
PUM2,23369
PUM3,9933
PURA,5813
PURG,29942
PUS1,80324
PUS3,83480
PUS7,54517
PUS7L,83448
PVALB,5816
PVR,5817
PVRIG,79037
PWP1,11137
PWP2,5822
PWWP2A,114825
PWWP3A,84939
PXDC1,221749
PXDN,7837
PXMP2,5827
PXMP4,11264
PXN,5829
PYCARD,29108
PYCR1,5831
PYCR3,65263
PYGB,5834
PYGL,5836
PYGM,5837
PYGO1,26108
PYHIN1,149628
PYROXD1,79912
PYY,5697
PYY2,23615
PZP,5858
QARS1,5859
QDPR,5860
QKI,9444
QPCT,25797
QPCTL,54814
QPRT,23475
QRICH1,54870
QRSL1,55278
QSER1,79832
QSOX1,5768
QTRT1,81890
QTRT2,79691
R3HCC1,203069
R3HCC1L,27291
R3HDM1,23518
R3HDM2,22864
R3HDM4,91300
RAB11A,8766
RAB11B,9230
RAB11FIP1,80223
RAB11FIP2,22841
RAB11FIP3,9727
RAB11FIP5,26056
RAB13,5872
RAB14,51552
RAB15,376267
RAB17,64284
RAB1A,5861
RAB1B,81876
RAB20,55647
RAB21,23011
RAB22A,57403
RAB23,51715
RAB25,57111
RAB26,25837
RAB27A,5873
RAB27B,5874
RAB28,9364
RAB29,8934
RAB2A,5862
RAB30,27314
RAB31,11031
RAB32,10981
RAB33A,9363
RAB33B,83452
RAB35,11021
RAB36,9609
RAB38,23682
RAB3A,5864
RAB3B,5865
RAB3D,9545
RAB3GAP1,22930
RAB3GAP2,25782
RAB3IL1,5866
RAB40A,142684
RAB40B,10966
RAB40C,57799
RAB4A,5867
RAB4B,53916
RAB5A,5868
RAB5B,5869
RAB5C,5878
RAB5IF,55969
RAB6A,5870
RAB6B,51560
RAB7A,7879
RAB8A,4218
RAB8B,51762
RAB9A,9367
RAB9BP1,9366
RABAC1,10567
RABEP1,9135
RABEP2,79874
RABEPK,10244
RABGAP1,23637
RABGAP1L,9910
RABGEF1,27342
RABGGTA,5875
RABGGTB,5876
RABIF,5877
RABL2B,11158
RABL3,285282
RABL6,55684
RAC1,5879
RAC2,5880
RAC3,5881
RACGAP1,29127
RACK1,10399
RAD1,5810
RAD17,5884
RAD21,5885
RAD23A,5886
RAD23B,5887
RAD50,10111
RAD51,5888
RAD51AP1,10635
RAD51B,5890
RAD51C,5889
RAD51D,5892
RAD52,5893
RAD54B,25788
RAD54L,8438
RAD54L2,23132
RAD9A,5883
RADX,55086
RAE1,8480
RAF1,5894
RAG1,5896
RAG2,5897
RAI1,10743
RAI14,26064
RAI2,10742
RALA,5898
RALB,5899
RALBP1,10928
RALGAPA1,253959
RALGAPB,57148
RALGDS,5900
RALGPS1,9649
RALGPS2,55103
RALY,22913
RALYL,138046
RAMP1,10267
RAMP2,10266
RAMP3,10268
RAN,5901
RANBP1,5902
RANBP10,57610
RANBP17,64901
RANBP2,5903
RANBP3,8498
RANBP6,26953
RANBP9,10048
RANGAP1,5905
RANGRF,29098
RAP1A,5906
RAP1B,5908
RAP1GAP,5909
RAP1GAP2,23108
RAP1GDS1,5910
RAP2A,5911
RAP2B,5912
RAP2C,57826
RAPGEF1,2889
RAPGEF2,9693
RAPGEF3,10411
RAPGEF4,11069
RAPGEF5,9771
RAPGEF6,51735
RAPGEFL1,51195
RAPSN,5913
RARA,5914
RARB,5915
RARG,5916
RARRES1,5918
RARRES2,5919
RARS1,5917
RASA1,5921
RASA2,5922
RASA3,22821
RASA4,10156
RASA4B,10156
RASAL1,8437
RASAL2,9462
RASGRF1,5923
RASGRP1,10125
RASGRP2,10235
RASGRP3,25780
RASIP1,54922
RASL10A,10633
RASL11B,65997
RASL12,51285
RASSF1,11186
RASSF2,9770
RASSF3,283349
RASSF4,83937
RASSF7,8045
RASSF8,11228
RASSF9,9182
RAVER2,55225
RAX,30062
RB1,5925
RB1CC1,9821
RBBP4,5928
RBBP5,5929
RBBP6,5930
RBBP7,5931
RBBP8,5932
RBBP9,10741
RBCK1,10616
RBFA,79863
RBFOX1,54715
RBFOX2,23543
RBKS,64080
RBL1,5933
RBL2,5934
RBM10,8241
RBM12,10137
RBM12B,389677
RBM12B-AS1,55472
RBM14,10432
RBM15,64783
RBM15B,29890
RBM17,84991
RBM19,9904
RBM22,55696
RBM23,55147
RBM25,58517
RBM26,64062
RBM28,55131
RBM3,5935
RBM34,23029
RBM38,55544
RBM39,9584
RBM4,5936
RBM41,55285
RBM42,79171
RBM47,54502
RBM48,84060
RBM4B,83759
RBM5,10181
RBM6,10180
RBM7,10179
RBM8A,9939
RBMS1,5937
RBMS2,5939
RBMS3,27303
RBMX,27316
RBMX2,51634
RBMXL2,27288
RBMY1F,159163
RBMY2FP,159162
RBP1,5947
RBP3,5949
RBP4,5950
RBPJ,3516
RBPJL,11317
RBPMS,11030
RBX1,9978
RC3H2,54542
RCAN1,1827
RCAN2,10231
RCAN3,11123
RCBTB1,55213
RCBTB2,1102
RCC1,1104
RCC1L,81554
RCE1,9986
RCHY1,25898
RCL1,10171
RCN1,5954
RCN2,5955
RCN3,57333
RCOR1,23186
RCOR3,55758
RCVRN,5957
RDH11,51109
RDH14,57665
RDH16,8608
RDH5,5959
RDH8,50700
RDX,5962
REC114,283677
REC8,9985
RECK,8434
RECQL,5965
RECQL4,9401
RECQL5,9400
REEP1,65055
REEP2,51308
REEP4,80346
REEP5,7905
REG1A,5967
REG1B,5968
REG3A,5068
REL,5966
RELA,5970
RELB,5971
RELN,5649
REM1,28954
REN,5972
RENBP,5973
REPIN1,29803
REPS1,85021
REPS2,9185
RER1,11079
RERE,473
RERGL,79785
RESF1,55196
REST,5978
RET,5979
RETN,56729
RETREG1,54463
RETREG2,79137
RETREG3,162427
RETSAT,54884
REV1,51455
REV3L,5980
REX1BD,55049
REXO2,25996
REXO4,57109
REXO5,81691
RFC1,5981
RFC2,5982
RFC3,5983
RFC4,5984
RFC5,5985
RFK,55312
RFNG,5986
RFPL1,5988
RFPL2,10739
RFPL3,10738
RFPL3S,10737
RFTN1,23180
RFWD3,55159
RFX1,5989
RFX2,5990
RFX3,5991
RFX5,5993
RFX7,64864
RFXANK,8625
RFXAP,5994
RGCC,28984
RGL1,23179
RGL2,5863
RGN,9104
RGPD1,400966
RGPD5,84220
RGR,5995
RGS1,5996
RGS10,6001
RGS11,8786
RGS12,6002
RGS13,6003
RGS14,10636
RGS16,6004
RGS17,26575
RGS19,10287
RGS2,5997
RGS20,8601
RGS3,5998
RGS4,5999
RGS5,8490
RGS6,9628
RGS7,6000
RGS9,8787
RHAG,6005
RHBDD3,25807
RHBDF1,64285
RHBDF2,79651
RHBDL1,9028
RHBG,57127
RHCE,6006
RHCG,51458
RHD,6007
RHEB,6009
RHO,6010
RHOA,387
RHOB,388
RHOBTB1,9886
RHOBTB2,23221
RHOBTB3,22836
RHOC,389
RHOD,29984
RHOF,54509
RHOG,391
RHOH,399
RHOQ,23433
RHOT1,55288
RHOT2,89941
RHPN1-AS1,78998
RIBC2,26150
RIC3,79608
RIC8A,60626
RIC8B,55188
RIDA,10247
RIF1,55183
RIGI,23586
RIMBP2,23504
RIMS1,22999
RIMS2,9699
RIMS3,9783
RIN1,9610
RIN2,54453
RIN3,79890
RING1,6015
RINT1,60561
RIOK2,55781
RIOK3,8780
RIOX1,79697
RIOX2,84864
RIPK1,8737
RIPK2,8767
RIPK4,54101
RIPOR1,79567
RIPOR2,9750
RIPPLY3,53820
RIT1,6016
RIT2,6014
RITA1,84934
RLBP1,6017
RLF,6018
RLN1,6013
RLN2,6019
RMC1,29919
RMDN1,51115
RMDN3,55177
RMI1,80010
RMND1,55005
RMND5A,64795
RMND5B,64777
RMST,196475
RNASE1,6035
RNASE2,6036
RNASE3,6037
RNASE4,6038
RNASE6,6039
RNASEH1,246243
RNASEH2A,10535
RNASEH2B,79621
RNASEL,6041
RNASET2,8635
RND1,27289
RND2,8153
RND3,390
RNF10,9921
RNF103,7844
RNF11,26994
RNF111,54778
RNF113A,7737
RNF114,55905
RNF115,27246
RNF121,55298
RNF122,79845
RNF123,63891
RNF125,54941
RNF126,55658
RNF126P1,376412
RNF128,79589
RNF13,11342
RNF130,55819
RNF138,51444
RNF139,11236
RNF14,9604
RNF141,50862
RNF144A,9781
RNF146,81847
RNF167,26001
RNF17,56163
RNF170,81790
RNF185,91445
RNF186,54546
RNF187,149603
RNF19A,25897
RNF19B,127544
RNF2,6045
RNF216,54476
RNF220,55182
RNF24,11237
RNF25,64320
RNF31,55072
RNF32,140545
RNF34,80196
RNF38,152006
RNF39,80352
RNF4,6047
RNF40,9810
RNF41,10193
RNF43,54894
RNF44,22838
RNF5,6048
RNF6,6049
RNF7,9616
RNF8,9025
RNFT1,51136
RNFT2,84900
RNGTT,8732
RNH1,6050
RNLS,55328
RNMT,8731
RNPEP,6051
RNPEPL1,57140
RNPS1,10921
RO60,6738
ROBO1,6091
ROBO3,64221
ROBO4,54538
ROCK1,6093
ROCK2,9475
ROGDI,79641
ROM1,6094
ROPN1B,152015
ROR1,4919
ROR2,4920
RORA,6095
RORB,6096
RORC,6097
ROS1,6098
RP2,6102
RPA1,6117
RPA2,6118
RPA3,6119
RPA4,29935
RPAIN,84268
RPAP1,26015
RPAP2,79871
RPAP3,79657
RPE,6120
RPE65,6121
RPF1,80135
RPGR,6103
RPGRIP1,57096
RPGRIP1L,23322
RPH3A,22895
RPH3AL,9501
RPIA,22934
RPL10,6134
RPL10A,4736
RPL10L,140801
RPL11,6135
RPL12,6136
RPL13,6137
RPL13A,23521
RPL14,9045
RPL15,6138
RPL17,6139
RPL18,6141
RPL19,6143
RPL21,6144
RPL22,6146
RPL23,9349
RPL23A,6147
RPL23AP7,118433
RPL24,6152
RPL26L1,51121
RPL27,6155
RPL27A,6157
RPL28,6158
RPL29,6159
RPL3,6122
RPL30,6156
RPL31,6160
RPL32,6161
RPL35,11224
RPL35A,6165
RPL36,25873
RPL36A,6173
RPL36AL,6166
RPL37,6167
RPL37A,6168
RPL38,6169
RPL39,6170
RPL39L,116832
RPL3L,6123
RPL4,6124
RPL41,6171
RPL5,6125
RPL6,6128
RPL7,6129
RPL7A,6130
RPL8,6132
RPL9,6133
RPLP0,6175
RPLP1,6176
RPLP2,6181
RPN1,6184
RPN2,6185
RPP14,11102
RPP21,79897
RPP25,54913
RPP30,10556
RPP38,10557
RPP40,10799
RPRD1A,55197
RPRD2,23248
RPRM,56475
RPS10,6204
RPS11,6205
RPS12,6206
RPS13,6207
RPS14,6208
RPS15,6209
RPS15A,6210
RPS16,6217
RPS17,6218
RPS18,6222
RPS19,6223
RPS2,6187
RPS20,6224
RPS21,6227
RPS23,6228
RPS24,6229
RPS25,6230
RPS27,6232
RPS27A,6233
RPS27L,51065
RPS28,6234
RPS29,6235
RPS3,6188
RPS3A,6189
RPS4X,6191
RPS4Y1,6192
RPS5,6193
RPS6,6194
RPS6KA1,6195
RPS6KA2,6196
RPS6KA3,6197
RPS6KA4,8986
RPS6KA5,9252
RPS6KA6,27330
RPS6KB1,6198
RPS6KB2,6199
RPS6KC1,26750
RPS7,6201
RPS8,6202
RPS9,6203
RPSAP58,388524
RPUSD2,27079
RRAD,6236
RRAGA,10670
RRAGB,10325
RRAGC,64121
RRAGD,58528
RRAS,6237
RRAS2,22800
RRBP1,6238
RREB1,6239
RRH,10692
RRM1,6240
RRM2,6241
RRN3,54700
RRP1,8568
RRP12,23223
RRP15,51018
RRP1B,23076
RRP7A,27341
RRP7BP,91695
RRP8,23378
RRP9,9136
RRS1,23212
RS1,6247
RSAD1,55316
RSAD2,91543
RSBN1,54665
RSC1A1,6248
RSF1,51773
RSL1D1,26156
RSL24D1,51187
RSPH14,27156
RSPH6A,81492
RSRC1,51319
RSRC2,65117
RSRP1,57035
RSU1,6251
RTCA,8634
RTCB,51493
RTEL1,51750
RTF1,23168
RTF2,51507
RTL10,79680
RTL8A,26071
RTL8C,8933
RTN1,6252
RTN2,6253
RTN3,10313
RTN4,57142
RTP4,64108
RTRAF,51637
RUBCN,9711
RUBCNL,80183
RUFY1,80230
RUFY2,55680
RUFY3,22902
RUNDC3A,10900
RUNDC3B,154661
RUNX1,861
RUNX1T1,862
RUNX2,860
RUNX3,864
RUSC1,23623
RUSC2,9853
RUSF1,64755
RUVBL1,8607
RUVBL2,10856
RWDD1,51389
RWDD2A,112611
RWDD2B,10069
RWDD3,25950
RXFP3,51289
RXRA,6256
RXRB,6257
RXRG,6258
RXYLT1,10329
RYBP,23429
RYK,6259
RYR1,6261
RYR2,6262
RYR3,6263
S100A1,6271
S100A10,6281
S100A11,6282
S100A12,6283
S100A13,6284
S100A14,57402
S100A2,6273
S100A3,6274
S100A4,6275
S100A5,6276
S100A6,6277
S100A7,6278
S100A8,6279
S100A9,6280
S100B,6285
S100G,795
S100P,6286
S100PBP,64766
S1PR1,1901
S1PR2,9294
S1PR4,8698
S1PR5,53637
SAA1,6288
SAA3P,6290
SAA4,6291
SAC3D1,29901
SACM1L,22908
SACS,26278
SAE1,10055
SAFB,6294
SAFB2,9667
SAG,6295
SAGE1,55511
SALL1,6299
SALL2,6297
SAMD14,201191
SAMD4A,23034
SAMD4B,55095
SAMD9,54809
SAMHD1,25939
SAMM50,25813
SAMSN1,64092
SAP130,79595
SAP18,10284
SAP30,8819
SAP30BP,29115
SAP30L,79685
SAR1A,56681
SAR1B,51128
SARAF,51669
SARDH,1757
SARM1,23098
SARNP,84324
SARS1,6301
SARS2,54938
SART1,9092
SART3,9733
SASH1,23328
SASH3,54440
SAT1,6303
SATB1,6304
SATB2,23314
SATL1,340562
SAV1,60485
SAYSD1,55776
SBF1,6305
SBNO1,55206
SBNO2,22904
SBSPON,157869
SC5D,6309
SCAF11,9169
SCAF4,57466
SCAF8,22828
SCAMP1,9522
SCAMP2,10066
SCAMP3,10067
SCAMP4,113178
SCAMP5,192683
SCAND1,51282
SCAP,22937
SCAPER,49855
SCARA3,51435
SCARB1,949
SCARB2,950
SCARF1,8578
SCCPDH,51097
SCD,6319
SCD5,79966
SCEL,8796
SCFD1,23256
SCG2,7857
SCG3,29106
SCG5,6447
SCGB1A1,7356
SCGB1D1,10648
SCGB1D2,10647
SCGB2A1,4246
SCGB2A2,4250
SCGN,10590
SCHIP1,29970
SCIN,85477
SCLY,51540
SCMH1,22955
SCML1,6322
SCML2,10389
SCN10A,6336
SCN11A,11280
SCN1A,6323
SCN1B,6324
SCN2A,6326
SCN2B,6327
SCN3A,6328
SCN3B,55800
SCN4A,6329
SCN5A,6331
SCN7A,6332
SCN8A,6334
SCN9A,6335
SCNM1,79005
SCNN1A,6337
SCNN1B,6338
SCNN1D,6339
SCNN1G,6340
