drug_id,drug_common_name,drug_target_class,drug_synonyms,drug_type,drug_mechanism_of_action
CHEMBL2108739,PLACULUMAB,Secreted protein,ART-621|ART-621 ( ANTI-TUMOUR NECROSIS FACTOR ALPHA ANTIBODY)|ART621|CEP-37247|PN-0621|PN0621|Placulumab,Antibody,TNF-alpha inhibitor
CHEMBL3589904,PF-04531083,Ion channel,PF-4531083|Pf-04531083,Small molecule,Sodium channel protein type X alpha subunit blocker
CHEMBL2105667,ORVEPITANT,Membrane receptor,GW-823296X|GW823296X|Gw-823296|Gw823296|Orvepitant,Small molecule,Neurokinin 1 receptor antagonist
CHEMBL3707293,XEN-D0501,Ion channel,Xen-d0501,Small molecule,Vanilloid receptor antagonist
CHEMBL5095035,CAMLIPIXANT,Ion channel,BLU-5937|Blu-5937|Camlipixant,Small molecule,P2X purinoceptor 3 antagonist
CHEMBL73234,CARBETAPENTANE,Membrane receptor,Pentoxiverina|Pentoxyverine,Small molecule,Sigma opioid receptor agonist
CHEMBL811,BROMPHENIRAMINE,Membrane receptor,BPN|Bromfed|Bromfenex|Bromfeniramina|Brompheniramine|Brotane|Dimetane|Dimetapp|Lodrane,Small molecule,Histamine H1 receptor antagonist
CHEMBL435298,ESFLURBIPROFEN,Enzyme,"BTS 24332|BTS-24332|Esflurbiprofen|Esflurbiprofene|Esflurbiprofeno|Flurbiprofen, (s)-",Small molecule,Cyclooxygenase inhibitor
CHEMBL1200781,CITALOPRAM HYDROBROMIDE,Transporter,Citalopram (as hydrobromide)|Citalopram hbr|Citalopram hydrobromide|LU 10-171-B|LU-10-171-B|NSC-758684,Small molecule,Serotonin transporter inhibitor
CHEMBL3608680,FEZOLINETANT,Membrane receptor,A-2693|A2693|AS-3472693-00|AS3472693-00|ES-256364|ESN-364|ESN364|Esn364|Fezolinetant|Veozah,Small molecule,Neurokinin 3 receptor antagonist
CHEMBL1256175,TILARGININE ACETATE,Enzyme,ANO-1020|L-nmma acetate|Ng-methyl-l-arginine acetate salt|Ng-methylarginine acetate|Ng-monomethyl-l-arginine acetate|Targinine acetate|Tilarginine acetate,Small molecule,Nitric oxide synthase inhibitor
CHEMBL1829335,IRDABISANT,Membrane receptor,CEP-26401|CEP26401|Cep 26401|Irdabisant,Small molecule,Histamine H3 receptor antagonist
CHEMBL2103826,DAVUNETIDE,Structural protein,AL-108|AL-208|Davunetida|Davunetide,Protein,Tubulin stabiliser
CHEMBL3545232,AQW051,Ion channel,Aqw051,Small molecule,Neuronal acetylcholine receptor protein alpha-7 subunit partial agonist
CHEMBL4297328,SUVN-G3031,Membrane receptor,SUVN-G3031 FREE BASE|Samelisant|Suvn-g3031,Small molecule,Histamine H3 receptor inverse agonist
CHEMBL2367706,SUCRALFATE,Enzyme,Sucralfate,Unknown,Pepsin A inhibitor
CHEMBL4298172,SOTICLESTAT,Enzyme,OV-935|OV935|Soticlestat|TAK-935|TAK935,Small molecule,Cholesterol 24-hydroxylase inhibitor
CHEMBL4650313,ZANDATRIGINE,Unclassified protein|Ion channel,NBI-921352|Nbi-921352|XEN-901|XEN901|Xen901|Zandatrigina|Zandatrigine,Small molecule,Sodium channel protein type VIII alpha subunit inhibitor
CHEMBL1571,TESTOLACTONE,Enzyme,NSC-23759|SQ 9538|SQ-9538|Teolit|Testolactona|Testolactone|Testolactone ciii,Small molecule,Cytochrome P450 19A1 inhibitor
CHEMBL1130,DOXIFLURIDINE,Enzyme,5'-Deoxy-5-Fluorouridine|Capecitabine related compound b|Doxifluridina|Doxifluridine|Flutron|Fulturon|Furtulon|NSC-758890|RO 219738|RO-219738,Small molecule,Thymidylate synthase inhibitor
CHEMBL2079588,TELATINIB,Enzyme,BAY 57-9352|BAY-579352|Bay-57-9352|Telatinib,Small molecule,Platelet-derived growth factor receptor beta inhibitor
CHEMBL3301578,EMIBETUZUMAB,Enzyme,C-8H241|Emibetuzumab|LA480|LY-2875358|LY2875358|La-480,Antibody,Hepatocyte growth factor receptor inhibitor
CHEMBL4594568,KN-026,Enzyme,Anbenitamab|Anti-her2 bsab kn026|KN-026|KN026|Kn 026|Kn-026|Kn026,Unknown,Receptor protein-tyrosine kinase erbB-2 inhibitor
CHEMBL1743052,OPORTUZUMAB MONATOX,Unclassified protein,4D5MOCB-ETA|Oportuzumab monatox|VB4-845|XD60E5X7FI,Antibody drug conjugate,Epithelial cell adhesion molecule binding agent
CHEMBL965,CARBAMOYLCHOLINE,Membrane receptor,Carbachol|Carbamoylcholine|Carbastat|Miostat,Small molecule,Muscarinic acetylcholine receptor M3 agonist
CHEMBL2103846,ULIPRISTAL,Transcription factor,Uliprisnil|Ulipristal|Ulipristal acetate ulipristal,Small molecule,Progesterone receptor modulator
CHEMBL10316,IDAZOXAN,Membrane receptor,Dl-idazoxan|Idazoxan|Idazoxano|NSC-759867|RX-781094|Racemic idazoxan,Small molecule,Adrenergic receptor alpha-2 antagonist
CHEMBL1113,AMOXAPINE,Transporter,"Amoxapina|Amoxapine|CL 67,772|CL 67772|CL-67,772|CL-67772|NSC-759559",Small molecule,Norepinephrine transporter inhibitor
CHEMBL1200322,ESCITALOPRAM OXALATE,Transporter,"Citalopram oxalate, (s)-|Escitalopram (as oxalate)|Escitalopram oxalate|LU 26-054-0|LU-26-054-0|LU-26-054-O|NSC-758934",Small molecule,Serotonin transporter inhibitor
CHEMBL1200492,NEFAZODONE HYDROCHLORIDE,Ion channel|Membrane receptor,"BMY 13754|BMY-13754|MJ 13,754-1|MJ-13754-1|NSC-760344|Nefazodone hcl|Nefazodone hydrochloride",Small molecule,Serotonin 2a (5-HT2a) receptor antagonist
CHEMBL1201168,ISOCARBOXAZID,Enzyme,Enerzer|Isocarboxazid|Isocarboxazida|Isocarboxazide|NSC-169893|RO 5-0831|RO-5-0831,Small molecule,Monoamine oxidase inhibitor
CHEMBL1201735,BUPROPION HYDROBROMIDE,Transporter,BVF-033|Bupropion hbr|Bupropion hydrobromide,Small molecule,Dopamine transporter inhibitor
CHEMBL1256841,NIALAMIDE,Enzyme,NSC-124514|Nialamida|Nialamide|Niamid,Small molecule,Monoamine oxidase inhibitor
CHEMBL1276138,FARAMPATOR,Ion channel|Auxiliary transport protein,CX 691|CX-691|CX691|Farampator|ORG 24448|ORG-24448|SCH-900460,Small molecule,Glutamate receptor ionotropic AMPA positive allosteric modulator
CHEMBL1442422,DIBENZEPIN,Transporter,Dibenzepin|Dibenzepina|Dibenzepine,Small molecule,Norepinephrine transporter inhibitor
CHEMBL1492500,DOTHIEPIN,Transporter,Dosulepin|Dosulepina|Dosulepine|Dothiepin|Dothirpin,Small molecule,Norepinephrine transporter inhibitor
CHEMBL2068839,RISLENEMDAZ,Ion channel,"CERC-301|Cerc-301|MK-0657|MK-0657, (-)-|Rislenemdaz|Rislenemdaz, (-)-",Small molecule,Glutamate NMDA receptor; GRIN1/GRIN2B antagonist
CHEMBL2104986,TEDATIOXETINE,Ion channel|Membrane receptor,LU AA24530|LU-AA24530|LUAA24530|Lu aa24530|Tedatioxetina|Tedatioxetine,Small molecule,Serotonin 2a (5-HT2a) receptor antagonist
CHEMBL273575,NOMIFENSINE,Transporter,Linamiphen|Nomifensin|Nomifensina|Nomifensine,Small molecule,Monoamine transporter inhibitor
CHEMBL278819,MINAPRINE,Enzyme,AGR-1240|Brantur|CB-30038|Cantor|Minaprina|Minaprine,Small molecule,Acetylcholinesterase inhibitor
CHEMBL308148,SAREDUTANT,Membrane receptor,Saredutant|Sr-48968,Small molecule,Neurokinin 2 receptor antagonist
CHEMBL3185463,ELZASONAN,Membrane receptor,Elzasonan,Small molecule,Serotonin 1b (5-HT1b) receptor antagonist
CHEMBL3301593,DECOGLURANT,Membrane receptor,Decoglurant|RO-4995819|RO4995819|Rg1578,Small molecule,Metabotropic glutamate receptor 3 modulator
CHEMBL3301626,BASIMGLURANT,Membrane receptor,Basimglurant|NOE-101|RG-7090|RO-4917523|RO4917523|Rg7090,Small molecule,Metabotropic glutamate receptor 5 modulator
CHEMBL3304244,LY-2940094,Membrane receptor,BTRX-246040|Btrx-246040|J3.309.394B|Ly-2940094,Small molecule,Nociceptin receptor antagonist
CHEMBL3545406,LY2940094,Membrane receptor,Ly2940094,Small molecule,Nociceptin receptor antagonist
CHEMBL37744,ZIMELDINE,Membrane receptor,Cis-zimelidine|Normud|Zelmid|Zimeldina|Zimeldine|Zimelidine,Small molecule,Serotonin (5-HT) receptor antagonist
CHEMBL3989861,DESVENLAFAXINE FUMARATE,Transporter,Desvenlafaxine fumarate|Desvenlafaxine fumarate anhydrous|O-desmethylvenlafaxine fumarate,Small molecule,Norepinephrine transporter inhibitor
CHEMBL3989872,APIMOSTINEL,Ion channel,Apimostinel|NRX-1074|NRX1074|Nrx-1074,Protein,Glutamate [NMDA] receptor partial agonist
CHEMBL4592045,NAVACAPRANT,Membrane receptor,BTRX-335140|Btrx-335140|CYM-53093|Navacaprant,Small molecule,Kappa opioid receptor antagonist
CHEMBL467084,LANICEMINE,Ion channel,AR-R15896AR|AZD-6765|AZD6765|Azd6765|Lanicemina|Lanicemine,Small molecule,Glutamate [NMDA] receptor blocker
CHEMBL592374,AMITIFADINE,Transporter,"Amitifadina|Amitifadine|DOV 21947|DOV-21,947|DOV-21947|EB1010",Small molecule,Monoamine transporter inhibitor
CHEMBL1201780,CARGLUMIC ACID,Enzyme,Acide carglumique|Acido carglumico|Carglumic acid|N-carbamyl-l-glutamic acid|NSC-760124|OE 312|OE 312 (LABORATORY CODE DESIGNATION)|OE-312,Small molecule,"Carbamoyl-phosphate synthase [ammonia], mitochondrial positive allosteric modulator"
CHEMBL1237082,MECAMYLAMINE HYDROCHLORIDE,Ion channel,Mecamylamine chloride|Mecamylamine hcl|Mecamylamine hydrochloride|NSC-757086,Small molecule,Neuronal acetylcholine receptor; alpha3/beta4 negative allosteric modulator
CHEMBL1631540,GSK163090,Membrane receptor,GSK163090|Gsk163090,Small molecule,Serotonin 1b (5-HT1b) receptor antagonist
CHEMBL1692,IMIPRAMINE HYDROCHLORIDE,Transporter,G-22355|Imidobenzyle|Imipramine HCl|Imipramine hcl|Imipramine hydrochloride|Imipramine hydrochloride rs|Imipramini hydrochloridum|Imizine|NSC-114900|Pryleugan,Small molecule,Norepinephrine transporter inhibitor
CHEMBL291657,CRINECERFONT,Membrane receptor,06-RORI|Crinecerfont|NBI-74788|Nbi-74788|SSR125543|Ssr 125543|Ssr-125543|Ssr125543,Small molecule,Corticotropin releasing factor receptor 1 antagonist
CHEMBL435381,CIMICOXIB,Enzyme,Cimalgex|Cimicoxib|Cimicoxib (ema epar: veterinary),Small molecule,Cyclooxygenase-2 inhibitor
CHEMBL4594403,OSAVAMPATOR,Ion channel,Osavampator|Tak-653,Small molecule,Glutamate receptor ionotropic AMPA positive allosteric modulator
CHEMBL504652,TC-2216,Ion channel,TC-2216|Tc-2216,Small molecule,Neuronal acetylcholine receptor; alpha4/beta2 antagonist
CHEMBL582857,NELIVAPTAN,Membrane receptor,"Nelivaptan|SR-149415|SSR-149,415|SSR-149415|SSR149415|Ssr149415",Small molecule,Vasopressin V1b receptor antagonist
CHEMBL79261,DU 125530,Membrane receptor,DU-125530|Du 125530|Du125530,Small molecule,Serotonin 1a (5-HT1a) receptor antagonist
CHEMBL1742981,ABAGOVOMAB,Unclassified protein,ACA-125|Abagovomab|MEN-2234,Antibody,Mucin-16 other
CHEMBL2103852,CROLIBULIN,Structural protein,Crolibulin|Crolibulina|Crolibuline|EPC 2407|EPC-2407|EPC2407,Small molecule,Tubulin inhibitor
CHEMBL3545280,EFATUTAZONE,Transcription factor|Epigenetic regulator,Efatutazona|Efatutazone|Inolitazone,Small molecule,Peroxisome proliferator-activated receptor gamma agonist
CHEMBL4594242,CALCITONIN,Other membrane protein|Membrane receptor,"Calcitonin|Calcitonin, unspecified|Calcitonina|Calcitonine|Throcalcitonin",Protein,Calcitonin receptor agonist
CHEMBL262747,ACYLINE,Membrane receptor,Acyline|MER-104,Protein,Gonadotropin-releasing hormone receptor antagonist
CHEMBL2364626,RALIMETINIB,Unclassified protein|Enzyme,LSN-2322600 FREE BASE|LSN2322600 FREE BASE|LY-2228820|LY2228820|LY22288220|Ly-2228820|Ralimetinib,Small molecule,MAP kinase p38 alpha inhibitor
CHEMBL1516474,TEGASEROD MALEATE,Membrane receptor,HTF 919|HTF-919|NSC-760425|Tegaserod maleate,Small molecule,Serotonin 4 (5-HT4) receptor partial agonist
CHEMBL3039508,NALDEMEDINE TOSYLATE,Membrane receptor,Naldemedine tosilate|Naldemedine tosylate,Small molecule,Mu opioid receptor antagonist
CHEMBL2108282,CATRIDECACOG,Enzyme,Catridecacog|Novothirteen|Tretten,Protein,Coagulation factor XIII exogenous protein
CHEMBL4298126,VON WILLEBRAND FACTOR HUMAN,Adhesion,"Human von willebrand factor|Von willebrand factor|Von willebrand factor (human)|Von willebrand factor human|Von willebrand factor, human|Von willebrand's factor",Unknown,von Willebrand factor exogenous protein
CHEMBL4297951,COAGULATION FACTOR X HUMAN,Enzyme|Secreted protein,"Coagulation factor x|Coagulation factor x human|Coagulation factor x, human|Factor x|Human coagulation factor x|Human factor x",Unknown,Coagulation factor X exogenous protein
CHEMBL4594471,EFEPOETIN ALFA,Membrane receptor,Efepoetin alfa|Efepoetina alfa|Efepoetine alfa,Protein,Erythropoietin receptor agonist
CHEMBL4594338,NEDOSIRAN SODIUM,Enzyme,DCR-PHXC|Dcr-phxc|Nedosiran sodium,Oligonucleotide,L-lactate dehydrogenase A chain mRNA RNAi inhibitor
CHEMBL4297260,AMY-101,Secreted protein,Amy 101|Amy-101|Compstatin 40|Compstatin analog peptide cp40,Protein,Complement C3 inhibitor
CHEMBL320775,NOLATREXED,Enzyme,Nolatrexed,Small molecule,Thymidylate synthase antagonist
CHEMBL604710,Z160,Auxiliary transport protein|Unclassified protein|Ion channel,MK-6721|MK6721|NMED-160|NP-118809|Z-160|Z160,Small molecule,Voltage-gated N-type calcium channel alpha-1B subunit blocker
CHEMBL507282,DENUFOSOL,Membrane receptor,Denufosol,Small molecule,Purinergic receptor P2Y2 agonist
CHEMBL1490,TRIHEXYPHENIDYL,Membrane receptor,Apo-trihex|NSC-12268|Trihexifenidilo|Trihexyphenidyl|Trihexyphenidyle,Small molecule,Muscarinic acetylcholine receptor M1 antagonist
CHEMBL3544943,BMS-863233,Enzyme,Bms-863233|XL-413,Small molecule,Cell division cycle 7-related protein kinase inhibitor
CHEMBL7492,PIRITREXIM,Enzyme,BW-301U|Bw 301u|Bw-301u|Piritrexim|Piritrexima|Piritrexime|TCMDC-137235,Small molecule,Dihydrofolate reductase inhibitor
CHEMBL1255901,HUPERZINE A,Enzyme,(-)-huperzine a|(-)-selagine|Huperzine a|L-huperzine a|Selagine,Small molecule,Acetylcholinesterase inhibitor
CHEMBL1614713,CC-401,Enzyme,CC-401|Cc-401,Small molecule,c-Jun N-terminal kinase 3 inhibitor
CHEMBL2109328,IMC-EB10,Unclassified protein|Enzyme,IMC-EB10|Imc-eb10,Antibody,Tyrosine-protein kinase receptor FLT3 inhibitor
CHEMBL2140408,AMG-900,Enzyme,AMG-900|AMG900|Amg 900|Amg-900,Small molecule,Serine/threonine-protein kinase Aurora inhibitor
CHEMBL3545159,R-333,Enzyme,R-333,Small molecule,Tyrosine-protein kinase SYK inhibitor
CHEMBL1337,NITISINONE,Enzyme,Nitisinona|Nitisinone|SC-0735,Small molecule,4-hydroxyphenylpyruvate dioxygenase inhibitor
CHEMBL4297356,AZD-8848,Membrane receptor,AZD8848|Azd 8848|Azd-8848|Azd8848|DSP-3025|Dsp-3025,Small molecule,Toll-like receptor 7 agonist
CHEMBL1090771,AVAGACESTAT,Enzyme,Avagacestat|BMS 708163|BMS-708163|BMS-708163-01|BMS-70816301|BMS708163,Small molecule,Gamma-secretase inhibitor
CHEMBL112797,SGS-742,Membrane receptor,CGP-36742|LU-AE-58479|SGS742|Sgs 742|Sgs-742|Sgs742,Small molecule,GABA-B receptor antagonist
CHEMBL1277001,MIBAMPATOR,Ion channel,LY 451395|LY-451395|LY451395|Mibampator,Small molecule,Glutamate receptor ionotropic AMPA positive allosteric modulator
CHEMBL1743004,CRENEZUMAB,Membrane receptor,Crenezumab|MABT-5102A|MABT5102A|RG-7412|RG7412,Antibody,Beta amyloid A4 protein inhibitor
CHEMBL1743072,SOLANEZUMAB,Membrane receptor,LY-2062430|LY2062430|Solanezumab,Antibody,Beta amyloid A4 protein binding agent
CHEMBL2103880,CERLAPIRDINE,Membrane receptor,"Cerlapirdina|Cerlapirdine|PF-05212365|SAM-531|SAM-531 FREE BASE|Sam-531|WAY-262,531|WAY-262531",Small molecule,Serotonin 6 (5-HT6) receptor antagonist
CHEMBL2107349,LECOZOTAN HYDROCHLORIDE,Membrane receptor,Lecozotan hcl|Lecozotan hydrochloride|SRA-333,Small molecule,Serotonin 1a (5-HT1a) receptor antagonist
CHEMBL2107801,RESEQUINIL,Ion channel,AVE-3933|Ac-3933|Radequinil|Radequinilo|Resequinil|SX-3933,Small molecule,GABA-A receptor; anion channel inverse agonist
CHEMBL2108058,VANUTIDE CRIDIFICAR,Membrane receptor,ACC-001|Vanutida cridificar|Vanutide cridificar,Protein,Beta amyloid A4 protein vaccine antigen
CHEMBL2108576,BAPINEUZUMAB,Membrane receptor,"3D-6|AAB-001|AAB-001, Humanized 3D-6 Monoclonal Antibody|Bapineuzumab|HUMANIZED 3D-6 MONOCLONAL ANTIBODY",Antibody,Beta amyloid A4 protein binding agent
CHEMBL2111051,TALSACLIDINE,Membrane receptor,Talsaclidina|Talsaclidine,Small molecule,Muscarinic acetylcholine receptor M1 agonist
CHEMBL2151439,FACINICLINE,Ion channel|Membrane receptor,Facinicline|MEM 3454 FREE BASE|MEM-3454 FREE BASE|MEM3454 FREE BASE|RG-3487 FREE BASE|RG3487 FREE BASE|RO-5313534 FREE BASE,Small molecule,Serotonin 3 (5-HT3) receptor antagonist
CHEMBL2179105,EDELINONTRINE,Enzyme,Edelinontrina|Edelinontrine|Pf-04447943,Small molecule,Phosphodiesterase 9A inhibitor
CHEMBL2179529,AZD1446,Ion channel,AZD-1446|AZD1446 HCL|Azd 1446|Azd1446|Azd1446 free base|TC-6683|TC6683|TC6683 HCL,Small molecule,Neuronal acetylcholine receptor; alpha4/beta2 agonist
CHEMBL3039540,ADUCANUMAB,Membrane receptor,Aducanumab|Aducanumab avwa|Aducanumab-avwa|BIIB-037|BIIB037,Antibody,Beta amyloid A4 protein binding agent
CHEMBL325424,ALEPLASININ,Secreted protein,Aleplasinin|Aleplasinina|Aleplasinine|PAZ-417,Small molecule,Plasminogen activator inhibitor-1 inhibitor
CHEMBL3286580,IDALOPIRDINE,Membrane receptor,Idalopirdina|Idalopirdine|LU AE-58054|LU-AE-58054|LU-AE58054|LY-483518|LY483518|Lu AE58054|Lu-ae58054|SGS-518|SGS518,Small molecule,Serotonin 6 (5-HT6) receptor antagonist
CHEMBL3301601,VERUBECESTAT,Enzyme,MK-8931|SCH 900931|SCH-900931|SCH900931|Verubecestat,Small molecule,Beta-secretase 1 inhibitor
CHEMBL3306918,PRX-03140,Membrane receptor,Prx-03140,Small molecule,Serotonin 4 (5-HT4) receptor partial agonist
CHEMBL3545157,TIDEGLUSIB,Enzyme,NP-031112|NP-12|NP031112|Np-031112|Tideglusib,Small molecule,Glycogen synthase kinase-3 beta inhibitor
CHEMBL3545176,DB959,Transcription factor,Db959|T3D-959,Small molecule,Peroxisome proliferator-activated receptor delta agonist
CHEMBL3545231,ABT-126,Ion channel,ABT-126|Abt-126|Nelonicline,Small molecule,Neuronal acetylcholine receptor protein alpha-7 subunit agonist
CHEMBL356388,ETAZOLATE,Ion channel|Enzyme,EHT-0202|Etazolate|Etazolato|SQ-20009,Small molecule,GABA receptor beta-3 subunit positive allosteric modulator
CHEMBL372205,LECOZOTAN,Membrane receptor,Lecozotan,Small molecule,Serotonin 1a (5-HT1a) receptor antagonist
CHEMBL3833321,LECANEMAB,Membrane receptor,BAN-2401|BAN2401|Ban 2401|Lecanemab|Lecanemab irmb|Lecanemab-irmb|Leqembi,Antibody,Beta amyloid A4 protein inhibitor
CHEMBL3916243,ATABECESTAT,Enzyme,Atabecestat|JNJ-54861911|JNJ-54861911-AAA|Jnj-54861911|RSC- 385896|RSC-385896,Small molecule,Beta-secretase 1 inhibitor
CHEMBL3989929,AZELIRAGON,Membrane receptor,Azeliragon|PF-04494700|TTP-488|TTP448|TTP488,Small molecule,Advanced glycosylation end product-specific receptor antagonist
CHEMBL4204869,ELENBECESTAT,Enzyme,E-2609|E2609|Elenbecestat,Small molecule,Beta-secretase 1 inhibitor
CHEMBL4297245,DONANEMAB,Membrane receptor,Donanemab|LY 3002813|LY-3002813|LY3002813,Antibody,Beta amyloid A4 protein disrupting agent
CHEMBL4297312,ORM-12741,Membrane receptor,DB-105|ORM-10921|Orm-12741,Small molecule,Alpha-2c adrenergic receptor antagonist
CHEMBL4297860,TILAVONEMAB,Unclassified protein|Other cytosolic protein,ABBV-8E12|Abbv-8e12|Tilavonemab,Antibody,Microtubule-associated protein tau inhibitor
CHEMBL4298021,ZAGOTENEMAB,Unclassified protein|Other cytosolic protein,LY-3303560|LY3303560|Ly3303560|Zagotenemab,Antibody,Microtubule-associated protein tau inhibitor
CHEMBL4298093,SEMORINEMAB,Unclassified protein|Other cytosolic protein,MTAU-9937A|MTAU9937A|RO-7105705|RO7105705|Ro7105705|Semorinemab,Antibody,Microtubule-associated protein tau inhibitor
CHEMBL4541964,ZATOLMILAST,Enzyme,BPN-14770|BPN14770|Bpn14770|Zatolmilast,Small molecule,Phosphodiesterase 4D inhibitor
CHEMBL4594351,TAK-071,Membrane receptor,Tak-071,Small molecule,Muscarinic acetylcholine receptor M1 positive allosteric modulator
CHEMBL4594612,BEPRANEMAB,Unclassified protein|Other cytosolic protein,Bepranemab|UCB-0107|UCB0107|Ucb0107,Antibody,Microtubule-associated protein tau inhibitor
CHEMBL463981,BEGACESTAT,Enzyme,Begacestat|GSI-953,Small molecule,Gamma-secretase inhibitor
CHEMBL4650230,SIMUFILAM,Unclassified protein,C-0105|C0105|C0105M|PTI-125|PTI-910|Simufilam,Small molecule,Filamin-A positive modulator
CHEMBL4650301,VALILTRAMIPROSATE,Membrane receptor,ALZ-801|Alz-801|BLU-8499|BLU8499|NRM-8499|NRM8499|Valiltramiprosate,Small molecule,Beta amyloid A4 protein stabiliser
CHEMBL4650402,POSDINEMAB,Unclassified protein|Other cytosolic protein,JNJ-63733657|Jnj-63733657|Posdinemab|Posdinemab ,Antibody,Microtubule-associated protein tau inhibitor
CHEMBL5095032,FACINICLINE HYDROCHLORIDE,Ion channel|Membrane receptor,Facinicline hydrochloride|MEM 3454|MEM-3454|MEM3454|RG-3487|RG3487|Rg3487,Small molecule,Serotonin 3 (5-HT3) receptor antagonist
CHEMBL520733,SEMAGACESTAT,Enzyme,LY-450139|LY450139|Semagacestat,Small molecule,Gamma-secretase inhibitor
CHEMBL4298211,PEGCETACOPLAN,Secreted protein,APL-2|Pegcetacoplan|Syfovre,Protein,Complement C3 inhibitor
CHEMBL596802,PRIDOPIDINE,Membrane receptor,ACR-16|ACR16|FR-310826|FR310826|Pridopidina|Pridopidine,Small molecule,Dopamine D2 receptor modulator
CHEMBL114551,GW-274150,Enzyme,GW274150|Gw-274150,Small molecule,"Nitric oxide synthase, inducible inhibitor"
CHEMBL1200444,PIRBUTEROL ACETATE,Membrane receptor,"CP-24,314-14|CP-24314-14|Pirbuterol acetate|Pirbuterol monoacetate|Spirolair",Small molecule,Beta-2 adrenergic receptor agonist
CHEMBL1201061,LEVALBUTEROL HYDROCHLORIDE,Membrane receptor,"Albuterol (r)-form hydrochloride|Albuterol hydrochloride, r-|Levalbuterol hcl|Levalbuterol hydrochloride|Levosalbutamol hydrochloride|NSC-759255",Small molecule,Beta-2 adrenergic receptor agonist
CHEMBL1240967,PF-00610355,Membrane receptor,PF - 00610355|PF-610355|Pf-00610355,Small molecule,Beta-2 adrenergic receptor agonist
CHEMBL1315867,TERBUTALINE SULFATE,Membrane receptor,KWD 2019|KWD-2019|NSC-757336|Terbutaline sulfate|Terbutaline sulphate,Small molecule,Beta-2 adrenergic receptor agonist
CHEMBL1568057,METAPROTERENOL SULFATE,Membrane receptor,Metaproterenol sulfate|Metaproterenol sulphate|Orciprenaline sulfate|Orciprenaline sulphate|TH-152,Small molecule,Beta-2 adrenergic receptor agonist
CHEMBL1743012,ENOKIZUMAB,Secreted protein,7F3COM-2H2|7f3com2h2|Enokizumab|MEDI 528|MEDI-528,Antibody,Interleukin-9 inhibitor
CHEMBL1914489,AZD1981,Membrane receptor,AZD-1981|Azd 1981|Azd-1981|Azd1981,Small molecule,G protein-coupled receptor 44 antagonist
CHEMBL1951575,VIDUPIPRANT,Membrane receptor,AMG 853|AMG-853|AMG853|Vidupiprant,Small molecule,G protein-coupled receptor 44 antagonist
CHEMBL2108119,PASCOLIZUMAB,Secreted protein,ANTI-IL4|Anti-il-4 antibody|Pascolizumab|SB-240683,Antibody,Interleukin-4 inhibitor
CHEMBL2108720,OXELUMAB,Secreted protein,HUMAB OX-40L|HUMAB OX40L|Humab ox 40l|Oxelumab|R-4930|R-4930 HUMAB OX40L|R-4930 HUMABOX40L|R4930|RO-49-89991|RO-4989991|RO4989991,Antibody,Tumor necrosis factor ligand superfamily member 4 inhibitor
CHEMBL2170582,R-343,Enzyme,R-343,Small molecule,Tyrosine-protein kinase SYK inhibitor
CHEMBL3545031,MK-1029,Membrane receptor,Mk-1029,Small molecule,G protein-coupled receptor 44 antagonist
CHEMBL361812,RAMATROBAN,Membrane receptor,BAY U 3405|BAY-U-3405|Baynas|EN 137774|EN-137774|Ramatroban,Small molecule,Thromboxane A2 receptor antagonist
CHEMBL5314402,TC-6987,Ion channel,TC-6987|Tc-6987,Small molecule,Neuronal acetylcholine receptor protein alpha-7 subunit agonist
CHEMBL3989833,ZIPRASIDONE MESYLATE,Membrane receptor,"CP-88, 059-27|CP-88,059-27|CP-88059-27|CP-8805927|NSC-760351|Ziprasidone mesilate|Ziprasidone mesilate trihydrate|Ziprasidone mesylate|Ziprasidone mesylate anhydrous",Small molecule,Serotonin 2c (5-HT2c) receptor antagonist
CHEMBL4297293,JNJ-18038683,Membrane receptor,Jnj-18038683,Small molecule,Serotonin 7 (5-HT7) receptor antagonist
